-3.429289674386382103e-03	-9.918366558849811554e-03	1.378392614424228668e-02	-7.272715214639902115e-03	2.445609308779239655e-03	-2.677400223910808563e-02	-5.408067628741264343e-02	-3.711507469415664673e-02	-5.135328695178031921e-02	5.831116344779729843e-03	7.291813939809799194e-02	2.062124013900756836e-02
-3.605874255299568176e-03	-1.067668851464986801e-02	1.484688278287649155e-02	-7.675119210034608841e-03	2.761016599833965302e-03	-2.821074612438678741e-02	-5.695461109280586243e-02	-3.825067356228828430e-02	-5.407023057341575623e-02	5.450387485325336456e-03	7.627232372760772705e-02	2.279464155435562134e-02
-3.782458836212754250e-03	-1.143500953912734985e-02	1.590983942151069641e-02	-8.077522739768028259e-03	3.076423890888690948e-03	-2.964749000966548920e-02	-5.982854589819908142e-02	-3.938627243041992188e-02	-5.678717419505119324e-02	5.069658625870943069e-03	7.962650805711746216e-02	2.496804483234882355e-02
-3.959043417125940323e-03	-1.219333149492740631e-02	1.697279699146747589e-02	-8.479926735162734985e-03	3.391830949112772942e-03	-3.108423203229904175e-02	-6.270247697830200195e-02	-4.052186757326126099e-02	-5.950411781668663025e-02	4.688929300755262375e-03	8.298069238662719727e-02	2.714144624769687653e-02
-4.135628230869770050e-03	-1.295165251940488815e-02	1.803575456142425537e-02	-8.882329799234867096e-03	3.707238240167498589e-03	-3.252097591757774353e-02	-6.557641178369522095e-02	-4.165746644139289856e-02	-6.222106143832206726e-02	4.308200441300868988e-03	8.633487671613693237e-02	2.931484766304492950e-02
-4.312212578952312469e-03	-1.370997447520494461e-02	1.909871026873588562e-02	-9.284733794629573822e-03	4.022645298391580582e-03	-3.395771980285644531e-02	-6.845034658908843994e-02	-4.279306530952453613e-02	-6.493800878524780273e-02	3.927471116185188293e-03	8.968906104564666748e-02	3.148825094103813171e-02
-4.629543051123619080e-03	-1.484986487776041031e-02	2.069865539669990540e-02	-9.677431546151638031e-03	4.500083159655332565e-03	-3.639669716358184814e-02	-7.191694527864456177e-02	-4.352917149662971497e-02	-6.893302500247955322e-02	3.474307944998145103e-03	9.275948256254196167e-02	3.186997771263122559e-02
-4.946873988956212997e-03	-1.598975621163845062e-02	2.229860052466392517e-02	-1.007012929767370224e-02	4.977521020919084549e-03	-3.883567824959754944e-02	-7.538355141878128052e-02	-4.426528140902519226e-02	-7.292804121971130371e-02	3.021144773811101913e-03	9.582990407943725586e-02	3.225170448422431946e-02
-5.264204461127519608e-03	-1.712964661419391632e-02	2.389854565262794495e-02	-1.046282704919576645e-02	5.454959347844123840e-03	-4.127465561032295227e-02	-7.885015010833740234e-02	-4.500139132142066956e-02	-7.692304998636245728e-02	2.567981602624058723e-03	9.890032559633255005e-02	3.263343125581741333e-02
-5.581534933298826218e-03	-1.826953701674938202e-02	2.549848891794681549e-02	-1.085552573204040527e-02	5.932397209107875824e-03	-4.371363297104835510e-02	-8.231674879789352417e-02	-4.573749750852584839e-02	-8.091806620359420776e-02	2.114818431437015533e-03	1.019707471132278442e-01	3.301515802741050720e-02
-5.898865405470132828e-03	-1.940942741930484772e-02	2.709843404591083527e-02	-1.124822348356246948e-02	6.409835070371627808e-03	-4.615261405706405640e-02	-8.578334748744964600e-02	-4.647360742092132568e-02	-8.491308242082595825e-02	1.661655143834650517e-03	1.050411686301231384e-01	3.339688479900360107e-02
-6.312486249953508377e-03	-2.089576795697212219e-02	2.923182770609855652e-02	-1.154083479195833206e-02	7.181474473327398300e-03	-4.953443631529808044e-02	-8.881308138370513916e-02	-4.551874473690986633e-02	-8.891779929399490356e-02	1.014272565953433514e-03	1.062322035431861877e-01	3.393517434597015381e-02
-6.726106628775596619e-03	-2.238210849463939667e-02	3.136522322893142700e-02	-1.183344610035419464e-02	7.953113876283168793e-03	-5.291625857353210449e-02	-9.184280782938003540e-02	-4.456388205289840698e-02	-9.292251616716384888e-02	3.668900171760469675e-04	1.074232384562492371e-01	3.447346761822700500e-02
-7.139727473258972168e-03	-2.386844903230667114e-02	3.349861502647399902e-02	-1.212605647742748260e-02	8.724753744900226593e-03	-5.629808083176612854e-02	-9.487254172563552856e-02	-4.360901936888694763e-02	-9.692723304033279419e-02	-2.804925607051700354e-04	1.086142733693122864e-01	3.501175716519355774e-02
-7.553348317742347717e-03	-2.535478956997394562e-02	3.563201054930686951e-02	-1.241866778582334518e-02	9.496392682194709778e-03	-5.967989936470985413e-02	-9.790227562189102173e-02	-4.265415668487548828e-02	-1.009319499135017395e-01	-9.278751094825565815e-04	1.098053082823753357e-01	3.555004671216011047e-02
-7.966969162225723267e-03	-2.684113010764122009e-02	3.776540607213973999e-02	-1.271127909421920776e-02	1.026803255081176758e-02	-6.306172162294387817e-02	-1.009320020675659180e-01	-4.169929400086402893e-02	-1.049366667866706848e-01	-1.575257745571434498e-03	1.109963431954383850e-01	3.608833625912666321e-02
-8.491875603795051575e-03	-2.855931594967842102e-02	4.011974856257438660e-02	-1.287562586367130280e-02	1.139116007834672928e-02	-6.679809838533401489e-02	-1.023338064551353455e-01	-3.927877545356750488e-02	-1.072011366486549377e-01	-3.011168679222464561e-03	1.098099872469902039e-01	3.541635721921920776e-02
-9.016782045364379883e-03	-3.027749992907047272e-02	4.247409477829933167e-02	-1.303997263312339783e-02	1.251428760588169098e-02	-7.053447514772415161e-02	-1.037356033921241760e-01	-3.685825318098068237e-02	-1.094656065106391907e-01	-4.447079729288816452e-03	1.086236238479614258e-01	3.474437445402145386e-02
-9.541689418256282806e-03	-3.199568390846252441e-02	4.482843726873397827e-02	-1.320431940257549286e-02	1.363741513341665268e-02	-7.427085191011428833e-02	-1.051374003291130066e-01	-3.443773463368415833e-02	-1.117300689220428467e-01	-5.882990546524524689e-03	1.074372604489326477e-01	3.407239541411399841e-02
-1.006659585982561111e-02	-3.371386975049972534e-02	4.718278348445892334e-02	-1.336866617202758789e-02	1.476054172962903976e-02	-7.800722867250442505e-02	-1.065392047166824341e-01	-3.201721236109733582e-02	-1.139945387840270996e-01	-7.318901363760232925e-03	1.062509045004844666e-01	3.340041264891624451e-02
-1.059150230139493942e-02	-3.543205559253692627e-02	4.953712597489356995e-02	-1.353301201015710831e-02	1.588366925716400146e-02	-8.174359798431396484e-02	-1.079410016536712646e-01	-2.959669381380081177e-02	-1.162590086460113525e-01	-8.754812180995941162e-03	1.050645411014556885e-01	3.272843360900878906e-02
-1.136932987719774246e-02	-3.750748187303543091e-02	5.155818909406661987e-02	-1.408660132437944412e-02	1.786865666508674622e-02	-8.441683650016784668e-02	-1.045562848448753357e-01	-2.899772673845291138e-02	-1.125676259398460388e-01	-6.966928951442241669e-03	9.472031146287918091e-02	3.008181788027286530e-02
-1.214715838432312012e-02	-3.958291187882423401e-02	5.357924848794937134e-02	-1.464019063860177994e-02	1.985364407300949097e-02	-8.709006756544113159e-02	-1.011715680360794067e-01	-2.839876152575016022e-02	-1.088762506842613220e-01	-5.179045721888542175e-03	8.437608182430267334e-02	2.743520401418209076e-02
-1.292498596012592316e-02	-4.165833815932273865e-02	5.560030788183212280e-02	-1.519377995282411575e-02	2.183862961828708649e-02	-8.976329863071441650e-02	-9.778685122728347778e-02	-2.779979631304740906e-02	-1.051848754286766052e-01	-3.391162026673555374e-03	7.403185218572616577e-02	2.478858828544616699e-02
-1.370281353592872620e-02	-4.373376443982124329e-02	5.762137100100517273e-02	-1.574736833572387695e-02	2.382361702620983124e-02	-9.243653714656829834e-02	-9.440213441848754883e-02	-2.720082923769950867e-02	-1.014934927225112915e-01	-1.603278680704534054e-03	6.368761509656906128e-02	2.214197441935539246e-02
-1.448064111173152924e-02	-4.580919444561004639e-02	5.964243039488792419e-02	-1.630095764994621277e-02	2.580860443413257599e-02	-9.510976821184158325e-02	-9.101741760969161987e-02	-2.660186402499675751e-02	-9.780211746692657471e-02	1.846046652644872665e-04	5.334338918328285217e-02	1.949535869061946869e-02
-1.527577638626098633e-02	-4.773532971739768982e-02	6.104379519820213318e-02	-1.695213653147220612e-02	2.784042619168758392e-02	-9.552270174026489258e-02	-8.445906639099121094e-02	-2.834271825850009918e-02	-8.877073228359222412e-02	3.795451018959283829e-03	3.807017579674720764e-02	1.347534824162721634e-02
-1.607091166079044342e-02	-4.966146498918533325e-02	6.244515627622604370e-02	-1.760331541299819946e-02	2.987224794924259186e-02	-9.593564271926879883e-02	-7.790071517229080200e-02	-3.008357435464859009e-02	-7.973934710025787354e-02	7.406297605484724045e-03	2.279696054756641388e-02	7.455337326973676682e-03
-1.686604693531990051e-02	-5.158760026097297668e-02	6.384652107954025269e-02	-1.825449429452419281e-02	3.190406784415245056e-02	-9.634858369827270508e-02	-7.134236395359039307e-02	-3.182442858815193176e-02	-7.070795446634292603e-02	1.101714372634887695e-02	7.523747161030769348e-03	1.435326528735458851e-03
-1.766118220984935760e-02	-5.351373925805091858e-02	6.524788588285446167e-02	-1.890567317605018616e-02	3.393588960170745850e-02	-9.676151722669601440e-02	-6.478401273488998413e-02	-3.356528282165527344e-02	-6.167657300829887390e-02	1.462799031287431717e-02	-7.749466691166162491e-03	-4.584684502333402634e-03
-1.845631748437881470e-02	-5.543987452983856201e-02	6.664925068616867065e-02	-1.955685205757617950e-02	3.596771135926246643e-02	-9.717445820569992065e-02	-5.822566151618957520e-02	-3.530613705515861511e-02	-5.264518409967422485e-02	1.823883689939975739e-02	-2.302267961204051971e-02	-1.060469541698694229e-02
-1.900774054229259491e-02	-5.673711001873016357e-02	6.756214052438735962e-02	-1.984141953289508820e-02	3.759696334600448608e-02	-9.624817967414855957e-02	-5.138864368200302124e-02	-3.581447526812553406e-02	-4.417027160525321960e-02	2.010214142501354218e-02	-3.486179187893867493e-02	-1.678147539496421814e-02
-1.955916173756122589e-02	-5.803434923291206360e-02	6.847503036260604858e-02	-2.012598887085914612e-02	3.922621533274650574e-02	-9.532190859317779541e-02	-4.455162584781646729e-02	-3.632280975580215454e-02	-3.569535538554191589e-02	2.196544781327247620e-02	-4.670089855790138245e-02	-2.295825444161891937e-02
-2.011058479547500610e-02	-5.933158472180366516e-02	6.938792765140533447e-02	-2.041055634617805481e-02	4.085546731948852539e-02	-9.439563006162643433e-02	-3.771460428833961487e-02	-3.683114424347877502e-02	-2.722044289112091064e-02	2.382875233888626099e-02	-5.854000896215438843e-02	-2.913503348827362061e-02
-2.066200785338878632e-02	-6.062882393598556519e-02	7.030081748962402344e-02	-2.069512382149696350e-02	4.248471930623054504e-02	-9.346935153007507324e-02	-3.087758645415306091e-02	-3.733948245644569397e-02	-1.874552853405475616e-02	2.569205686450004578e-02	-7.037912309169769287e-02	-3.531181439757347107e-02
-2.121342904865741730e-02	-6.192605942487716675e-02	7.121371477842330933e-02	-2.097969315946102142e-02	4.411397129297256470e-02	-9.254308044910430908e-02	-2.404056861996650696e-02	-3.784781694412231445e-02	-1.027061417698860168e-02	2.755536325275897980e-02	-8.221822977066040039e-02	-4.148859530687332153e-02
-2.155259810388088226e-02	-6.278873234987258911e-02	7.174174487590789795e-02	-2.109051495790481567e-02	4.510521516203880310e-02	-9.120899438858032227e-02	-1.873407140374183655e-02	-3.816506266593933105e-02	-4.602084867656230927e-03	2.824185043573379517e-02	-8.963284641504287720e-02	-4.566741362214088440e-02
-2.189176715910434723e-02	-6.365140527486801147e-02	7.226977497339248657e-02	-2.120133675634860992e-02	4.609645530581474304e-02	-8.987490832805633545e-02	-1.342757511883974075e-02	-3.848230466246604919e-02	1.066444674506783485e-03	2.892833575606346130e-02	-9.704747051000595093e-02	-4.984623566269874573e-02
-2.223093435168266296e-02	-6.451408565044403076e-02	7.279780507087707520e-02	-2.131215855479240417e-02	4.708769917488098145e-02	-8.854082971811294556e-02	-8.121077902615070343e-03	-3.879954665899276733e-02	6.734974216669797897e-03	2.961482293903827667e-02	-1.044620871543884277e-01	-5.402505770325660706e-02
-2.257010340690612793e-02	-6.537675857543945312e-02	7.332583516836166382e-02	-2.142298035323619843e-02	4.807894304394721985e-02	-8.720674365758895874e-02	-2.814580919221043587e-03	-3.911678865551948547e-02	1.240350399166345596e-02	3.030131012201309204e-02	-1.118767037987709045e-01	-5.820387974381446838e-02
-2.290927059948444366e-02	-6.623943150043487549e-02	7.385386526584625244e-02	-2.153380215167999268e-02	4.907018318772315979e-02	-8.587265759706497192e-02	2.491916064172983170e-03	-3.943403437733650208e-02	1.807203330099582672e-02	3.098779730498790741e-02	-1.192913278937339783e-01	-6.238270178437232971e-02
-2.299107424914836884e-02	-6.670115143060684204e-02	7.399635761976242065e-02	-2.169141545891761780e-02	4.909483343362808228e-02	-8.348918706178665161e-02	5.992241203784942627e-03	-3.820950165390968323e-02	2.062271721661090851e-02	2.981423959136009216e-02	-1.190932616591453552e-01	-6.023910641670227051e-02
