-4.697966983424780030e-01	1.477967545666568072e-01	-3.488804019413050544e-02	1.767180448902045016e-03	3.805116210304509798e-03	-2.841007934561255201e-03	-2.812815397127825827e-05
-3.236869852438275519e-01	1.896449216606604649e-01	1.365907753362539945e-01	9.861641168297217725e-04	4.084505362060729047e-03	-3.100632778965921148e-03	-2.276585410274012866e-05
-1.153895572615834253e-01	1.199810402638369217e-01	-9.297256390361459399e-02	6.849349377843257786e-04	1.919592534645748810e-03	-1.642519993917134630e-03	-1.011204439780866905e-05
7.741263312741043789e-02	-1.040368834245683216e-01	-1.093108079045873073e-02	6.524515971750316111e-04	2.236592938259933643e-03	-6.424244093448750002e-04	-2.171407037948957529e-05
1.133990213273332846e-02	-3.555527745676117374e-03	-1.755529440163128979e-02	-2.021612107879297180e-04	2.329090810463876372e-03	-1.837308358447712437e-03	-4.823339550794071947e-06
-4.928959625306476855e-02	4.792296688959952339e-02	-1.661408159636630286e-02	-1.179999672884914173e-04	-3.629498914216582311e-03	5.113068938088550543e-03	-7.500192090589091608e-06
8.048166954316631622e-03	-1.842830418151613324e-03	-9.070696780851584401e-03	-1.248694124156133787e-04	7.338092774227379742e-04	-1.595951326450286204e-04	-6.540022046939708295e-06
-5.944973322527190816e-03	9.648430967810039949e-03	1.240451511316126645e-02	-5.266475189532430503e-05	-5.996413400425029856e-04	-1.674541122590731442e-04	7.403886461102141453e-06
-1.096903895384990744e-02	1.501134795367609770e-02	-8.964068231692951666e-03	-1.463637185088375453e-04	-1.213332485602292227e-03	1.531199362667725944e-03	1.936637837765704812e-06
-1.061199202518135244e-02	1.104346488502011038e-02	2.875423440283862535e-03	-2.332341984453079124e-05	-9.572653517899697715e-04	9.043403510230153472e-04	1.635676083032841822e-06
-7.283247281703627944e-03	3.515265216473604289e-03	2.224970944908235583e-03	7.263058770677297828e-05	-5.766443650388487210e-04	6.171797159024066184e-04	-4.110589116162035484e-07
-2.557039879442326788e-03	2.000970368428831199e-03	5.178817166656497686e-04	8.291009282833451099e-06	-2.133167021224796655e-04	2.343946872101558521e-04	-8.932007501239778552e-08
