199.05	0.0000E00
199.86	0.0000E00
200.66	0.0000E00
201.47	0.0000E00
202.27	0.0000E00
203.07	-0.0000E00
203.88	0.0000E00
204.68	-0.0000E00
205.49	0.0000E00
206.29	0.0000E00
207.09	-0.0000E00
207.90	0.0000E00
208.70	-0.0000E00
209.51	0.0000E00
210.31	-0.0000E00
211.11	0.0000E00
211.92	0.0000E00
212.72	-0.0000E00
213.52	0.0000E00
214.33	-0.0000E00
215.13	-0.0000E00
215.93	0.0000E00
216.74	0.0000E00
217.54	-0.0000E00
218.34	0.0000E00
219.15	0.0000E00
219.95	-0.0000E00
220.75	-0.0000E00
221.55	0.0000E00
222.36	0.0000E00
223.16	0.0000E00
223.96	0.0000E00
224.76	0.0000E00
225.57	0.0000E00
226.37	-0.0000E00
227.17	0.0000E00
227.97	-0.0000E00
228.78	-0.0000E00
229.58	0.0000E00
230.38	-0.0000E00
231.18	0.0000E00
231.98	-0.0000E00
232.79	-0.0000E00
233.59	0.0000E00
234.39	-0.0000E00
235.19	0.0000E00
235.99	0.0000E00
236.79	0.0000E00
237.59	-0.0000E00
238.40	0.0000E00
239.20	-0.0000E00
240.00	-0.0000E00
240.80	-0.0000E00
241.60	0.0000E00
242.40	0.0000E00
243.20	-0.0000E00
244.00	-0.0000E00
244.80	0.0000E00
245.60	-0.0000E00
246.41	0.0000E00
247.21	-0.0000E00
248.01	-0.0000E00
248.81	0.0000E00
249.61	0.0000E00
250.41	0.0000E00
251.21	-0.0000E00
252.01	0.0000E00
252.81	0.0000E00
253.61	0.0000E00
254.41	0.0000E00
255.21	0.0000E00
256.01	0.0000E00
256.81	-0.0000E00
257.61	0.0000E00
258.41	0.0000E00
259.21	0.0000E00
260.01	0.0000E00
260.81	-0.0000E00
261.61	0.0000E00
262.41	0.0000E00
263.20	0.0000E00
264.00	-0.0000E00
264.80	0.0000E00
265.60	0.0000E00
266.40	0.0000E00
267.20	0.0000E00
268.00	-0.0000E00
268.80	0.0000E00
269.60	0.0000E00
270.39	0.0000E00
271.19	0.0000E00
271.99	-0.0000E00
272.79	0.0000E00
273.59	0.0000E00
274.39	0.0000E00
275.19	0.0000E00
275.98	0.0000E00
276.78	0.0000E00
277.58	-0.0000E00
278.38	0.0000E00
279.18	-0.0000E00
279.97	0.0000E00
280.77	0.0000E00
281.57	-0.0000E00
282.37	-0.0000E00
283.16	-0.0000E00
283.96	0.0000E00
284.76	-0.0000E00
285.56	0.0000E00
286.35	0.0000E00
287.15	-0.0000E00
287.95	0.0000E00
288.75	-0.0000E00
289.54	0.0000E00
290.34	0.0000E00
291.14	0.0000E00
291.93	0.0000E00
292.73	0.0000E00
293.53	0.0000E00
294.32	0.0000E00
295.12	-0.0000E00
295.92	0.0000E00
296.71	0.0000E00
297.51	0.0000E00
298.31	0.0000E00
299.10	-0.0000E00
